200	0.0	630.439	630.439	630.439	630.439	630.439	
400	632.911	23.487	142.515	632.911	1273.706	1919.506	
600	632.911	12.98	78.363	632.911	1273.706	1919.506	
800	632.911	10.198	61.28	632.911	1273.706	1919.506	
1000	632.911	9.58	55.843	632.911	1273.706	1919.506	
1400	632.911	12.053	70.258	632.911	1273.706	1919.506	
1800	632.911	17.306	103.876	632.911	1273.706	1919.506	
2200	632.911	25.959	153.988	632.911	1273.706	1919.506	
2600	632.911	56.863	326.886	632.911	1273.706	1919.506	
3000	632.911	138.449	630.98	632.911	1273.706	1919.506	
3400	0.0	630.439	630.439	630.439	630.439	630.439	
3500	0.0	630.439	630.439	630.439	630.439	630.439	
