200	632.911	593.354	630.439	632.911	1273.706	1919.506	
400	632.911	153.283	631.038	632.911	1273.706	1919.506	
600	632.911	69.225	421.529	632.911	1273.706	1919.506	
800	632.911	44.502	274.349	632.911	1273.706	1919.506	
1000	632.911	39.557	243.523	632.911	1273.706	1919.506	
1400	632.911	39.557	243.523	632.911	1273.706	1919.506	
1800	632.911	42.029	254.378	632.911	1273.706	1919.506	
2200	632.911	48.21	285.745	632.911	1273.706	1919.506	
2600	632.911	61.808	365.207	632.911	1273.706	1919.506	
3000	632.911	89.003	530.929	632.911	1273.706	1919.506	
3800	632.911	286.788	630.207	632.911	1273.706	1919.506	
4200	0.0	630.439	630.439	630.439	630.439	630.439	
4600	0.0	630.439	630.439	630.439	630.439	630.439	
4700	0.0	630.439	630.439	630.439	630.439	630.439	
