200	0.005	0.002	0.003	0.005	0.009	0.014	
400	0.002	0.001	0.001	0.002	0.003	0.006	
600	0.001	0.0	0.001	0.001	0.002	0.003	
800	0.0	0.0	0.0	0.0	0.0	0.0	
1000	0.001	0.0	0.0	0.001	0.001	0.002	
1400	0.001	0.0	0.0	0.001	0.001	0.002	
1800	0.001	0.0	0.0	0.001	0.001	0.002	
2200	0.001	0.0	0.0	0.001	0.001	0.002	
2600	0.001	0.0	0.001	0.001	0.001	0.002	
3000	0.001	0.0	0.001	0.001	0.002	0.003	
3400	0.002	0.001	0.001	0.002	0.003	0.005	
3800	0.004	0.002	0.003	0.004	0.008	0.013	
4200	0.056	0.022	0.033	0.056	0.097	0.162	
4300	0.128	0.049	0.076	0.128	0.226	0.381	
