2000	0.001	0.0	0.0	0.001	0.001	0.002	
2400	0.001	0.0	0.001	0.001	0.002	0.003	
2800	0.001	0.001	0.001	0.001	0.002	0.004	
3200	0.002	0.001	0.001	0.002	0.004	0.006	
3600	0.004	0.002	0.002	0.004	0.006	0.009	
4000	0.001	0.0	0.0	0.001	0.001	0.002	
4400	0.001	0.0	0.001	0.001	0.002	0.003	
4800	0.002	0.001	0.001	0.002	0.004	0.006	
