3500,2300,37.60
3500,2400,37.42
3500,2500,37.13
3500,2600,37.64
3500,2700,38.67
3500,2800,40.83
3500,2900,39.66
3500,3000,40.02
3500,3100,41.19
3500,3200,43.90
3500,3300,44.32
3500,3400,52.25
4000,100,41.73
4000,200,45.66
4000,300,48.00
4000,500,51.44
4000,600,52.71
4000,700,54.60
4000,800,52.63
4000,900,55.94
4000,1000,58.07
4000,1100,56.64
4000,1200,61.40
4000,1300,60.15
4000,1400,61.98
4000,1500,62.05
4000,1600,62.71
4000,1700,61.94
4000,1800,62.68
4000,1900,62.74
4000,2000,63.70
4000,2100,65.22
4000,2200,64.57
4000,2300,63.77
4000,2400,64.20
4000,2500,65.59
4000,2600,63.75
4000,2700,63.72
4000,2800,65.14
4000,2900,67.04
4000,3000,65.66
4000,3100,67.59
4000,3200,66.51
4000,3300,64.02
4000,3400,69.52
4000,3500,71.64
4000,3600,71.05
4000,3700,71.51
4000,3800,77.59
4000,3900,85.70
4500,100,55.39
4500,200,61.19
4500,300,67.43
4500,400,69.34
4500,500,72.86
4500,600,75.36
4500,700,78.77
4500,800,80.03
4500,900,82.67
4500,1000,85.11
4500,1100,86.15
4500,1200,84.31
4500,1300,91.77
4500,1400,91.13
4500,1500,91.30
4500,1600,93.99
4500,1700,94.06
4500,1800,95.17
4500,1900,95.52
4500,2000,97.44
4500,2100,98.39
4500,2200,97.45
4500,2300,96.98
4500,2400,98.66
4500,2500,99.16
4500,2600,99.07
4500,2700,99.74
4500,2800,100.04
4500,2900,104.77
4500,3000,101.42
4500,3100,100.48
4500,3200,103.22
4500,3300,103.84
4500,3400,104.53
4500,3500,101.94
4500,3600,104.61
4500,3700,106.76
4500,3800,104.99
4500,3900,105.93
4500,4000,107.72
4500,4100,109.11
4500,4200,111.78
4500,4300,115.99
4500,4400,124.14
5000,100,60.95
5000,200,69.94
5000,300,77.46
5000,400,82.44
5000,500,87.50
5000,600,94.01
5000,800,98.78
5000,900,105.98
5000,1000,107.35
5000,1100,110.00
5000,1200,112.95
5000,1300,114.13
5000,1400,118.11
5000,1500,120.15
5000,1600,118.43
5000,1700,120.78
5000,1800,123.58
5000,1900,124.18
5000,2000,126.76
5000,2100,125.12
5000,2200,127.29
5000,2300,127.67
5000,2400,130.11
5000,2500,132.37
5000,2600,133.14
5000,2700,132.37
5000,2800,135.15
5000,2900,132.70
5000,3000,137.64
5000,3100,136.22
5000,3200,133.40
5000,3300,132.86
5000,3400,136.58
5000,3500,135.44
5000,3600,138.69
5000,3700,135.99
5000,3800,137.43
5000,3900,137.20
5000,4000,138.42
5000,4100,140.06
5000,4200,140.99
5000,4300,139.09
5000,4400,141.23
5000,4500,141.43
5000,4600,143.30
5000,4700,145.68
5000,4800,148.66
5000,4900,151.90
5500,100,60.73
5500,200,68.31
5500,300,78.65
5500,400,85.29
5500,500,90.98
5500,600,97.20
5500,700,103.82
5500,800,108.74
5500,900,113.30
5500,1000,117.42
5500,1100,124.13
5500,1200,127.82
5500,1300,131.98
5500,1400,132.96
5500,1500,137.59
5500,1600,138.07
5500,1700,140.18
5500,1800,142.14
5500,1900,143.17
5500,2000,142.82
5500,2100,148.45
5500,2200,148.22
5500,2300,150.01
5500,2400,151.23
5500,2500,153.23
5500,2600,158.39
5500,2700,154.88
5500,2800,157.50
5500,2900,156.10
5500,3000,156.61
5500,3100,158.09
5500,3200,157.33
5500,3300,157.53
5500,3400,155.74
5500,3500,158.05
5500,3600,160.21
5500,3700,159.03
5500,3800,160.32
5500,3900,157.96
5500,4000,159.14
5500,4100,161.06
5500,4200,162.38
5500,4300,162.74
5500,4400,162.79
5500,4500,159.69
5500,4600,162.48
5500,4700,161.72
5500,4800,163.81
5500,4900,162.39
5500,5000,164.84
5500,5100,164.46
5500,5200,164.82
5500,5300,165.58
5500,5400,165.08
6000,100,51.87
6000,200,62.20
6000,300,70.86
6000,400,79.84
6000,500,84.85
6000,600,93.03
6000,700,98.02
6000,800,105.13
6000,900,111.61
6000,1000,118.25
6000,1100,122.13
6000,1200,128.11
6000,1300,131.73
6000,1400,136.43
6000,1500,138.06
6000,1600,144.73
6000,1700,146.30
6000,1800,149.04
6000,1900,151.92
6000,2000,153.24
6000,2100,154.52
6000,2200,155.69
6000,2300,157.31
6000,2400,159.89
6000,2500,161.64
6000,2600,162.42
6000,2700,163.46
6000,2800,166.04
6000,2900,165.52
6000,3000,163.73
6000,3100,167.05
6000,3200,166.72
6000,3300,165.44
6000,3400,165.09
6000,3500,166.14
6000,3600,165.96
6000,3700,167.27
6000,3800,166.77
6000,3900,167.03
6000,4000,170.22
6000,4100,168.68
6000,4200,169.26
6000,4300,169.58
6000,4400,170.58
6000,4500,167.99
6000,4600,168.71
6000,4700,170.08
6000,4800,169.59
6000,4900,170.97
6000,5000,172.70
6000,5100,171.25
6000,5200,170.41
6000,5300,170.72
6000,5400,171.79
6000,5500,172.31
6000,5600,172.01
6000,5700,172.73
6000,5800,170.47
6000,5900,167.71
6500,100,41.10
6500,200,49.72
6500,300,58.25
6500,400,65.06
6500,500,73.42
6500,600,79.12
6500,700,87.68
6500,800,93.97
6500,900,99.55
6500,1000,106.21
6500,1100,111.56
6500,1200,117.08
6500,1300,122.94
6500,1400,129.83
6500,1500,132.74
6500,1600,138.13
6500,1700,140.45
6500,1800,143.23
6500,1900,144.48
6500,2000,148.81
6500,2100,151.33
6500,2200,155.29
6500,2300,157.00
6500,2400,157.62
6500,2500,158.77
6500,2600,159.99
6500,2700,160.00
6500,2800,165.32
6500,2900,164.75
6500,3000,164.36
6500,3100,170.83
6500,3200,165.04
6500,3300,166.12
6500,3400,168.86
6500,3500,166.99
6500,3600,165.87
6500,3700,166.17
6500,3800,168.59
6500,3900,167.92
6500,4000,167.59
6500,4100,166.74
6500,4200,167.36
6500,4300,168.42
6500,4400,200.67
6500,4500,166.82
6500,4600,168.04
6500,4700,169.22
6500,4800,167.42
6500,4900,170.59
6500,5000,170.37
6500,5100,168.63
6500,5200,168.70
6500,5300,168.86
6500,5400,168.28
6500,5500,169.71
6500,5600,nan
6500,5700,169.24
6500,5800,169.30
6500,5900,170.53
6500,6000,169.43
6500,6100,167.16
6500,6200,166.72
6500,6300,165.61
6500,6400,153.94
