200	632.911	108.782	567.395	632.911	1273.706	1919.506	
400	632.911	27.195	140.767	632.911	1273.706	1919.506	
600	632.911	11.743	62.699	632.911	1273.706	1919.506	
800	491.614	7.201	39.369	491.614	989.351	1490.976	
1000	429.114	6.495	34.56	429.114	863.572	1301.425	
1400	419.146	6.344	34.563	419.146	843.512	1271.193	
1800	445.728	6.964	36.958	445.728	897.007	1351.812	
2200	548.418	8.569	46.527	548.418	1103.666	1663.252	
2600	632.911	11.743	60.272	632.911	1273.706	1919.506	
3000	632.911	16.688	86.495	632.911	1273.706	1919.506	
3800	632.911	49.446	259.129	632.911	1273.706	1919.506	
4200	632.911	123.616	628.933	632.911	1273.706	1919.506	
4600	0.0	630.439	630.439	630.439	630.439	630.439	
4700	0.0	630.439	630.439	630.439	630.439	630.439	
