200	0.653	0.005	0.038	0.653	1.314	1.979	
400	0.262	0.002	0.015	0.262	0.527	0.795	
600	0.198	0.002	0.012	0.198	0.398	0.6	
800	0.168	0.001	0.01	0.168	0.338	0.51	
1000	0.116	0.001	0.006	0.116	0.234	0.352	
1400	0.143	0.001	0.008	0.143	0.289	0.435	
1800	0.091	0.001	0.005	0.091	0.184	0.277	
2200	0.091	0.001	0.005	0.091	0.184	0.277	
2600	0.109	0.001	0.006	0.109	0.219	0.33	
3000	0.138	0.001	0.007	0.138	0.279	0.42	
3400	0.188	0.001	0.01	0.188	0.378	0.57	
3800	0.455	0.003	0.024	0.455	0.915	1.38	
4200	4.747	0.032	0.253	4.747	9.553	14.396	
4300	9.889	0.063	0.523	9.889	19.902	29.992	
