2000	0.752	0.01	0.056	0.752	1.513	2.279	
2400	1.108	0.015	0.083	1.108	2.229	3.359	
2800	1.147	0.012	0.078	1.147	2.309	3.479	
3200	0.653	0.004	0.033	0.653	1.314	1.979	
3600	0.702	0.005	0.037	0.702	1.413	2.129	
4000	0.101	0.001	0.006	0.101	0.204	0.307	
4400	0.198	0.002	0.012	0.198	0.398	0.6	
4800	0.277	0.002	0.016	0.277	0.557	0.84	
