200	632.911	316.456	630.439	632.911	1273.706	1919.506	
400	632.911	98.892	616.223	632.911	1273.706	1919.506	
600	632.911	46.974	294.166	632.911	1273.706	1919.506	
800	632.911	33.376	211.363	632.911	1273.706	1919.506	
1000	632.911	28.432	174.829	632.911	1273.706	1919.506	
1400	632.911	27.195	169.16	632.911	1273.706	1919.506	
1800	632.911	27.195	169.16	632.911	1273.706	1919.506	
2200	632.911	29.668	189.904	632.911	1273.706	1919.506	
2600	632.911	39.557	243.523	632.911	1273.706	1919.506	
3000	632.911	51.919	324.259	632.911	1273.706	1919.506	
3800	632.911	168.117	631.096	632.911	1273.706	1919.506	
4200	632.911	454.905	630.13	632.911	1273.706	1919.506	
4600	0.0	630.439	630.439	630.439	630.439	630.439	
4700	0.0	630.439	630.439	630.439	630.439	630.439	
