1000,100,8.771,0.06087
1000,200,8.293,0.05596
1000,300,7.724,0.04623
1000,400,6.914,0.03788
1000,500,5.925,0.04044
1000,600,4.681,0.03442
1000,700,3.264,0.01616
1000,800,1.822,0.008213
1000,900,0.6011,0.00214
1200,1000,0.6278,0.00314
1200,100,4.105,0.0246
1200,1100,0.2068,0.0008077
1200,200,3.941,0.01621
1200,300,3.737,0.02601
1200,400,3.49,0.02597
1200,500,3.134,0.02318
1200,600,2.734,0.01243
1200,700,2.272,0.0109
1200,800,1.727,0.008303
1200,900,1.174,0.005812
1400,1000,0.7046,0.002681
1400,100,2.1,0.02031
1400,1100,0.4675,0.002972
1400,1200,0.2456,0.0009086
1400,1300,0.08102,0.0002774
1400,200,2.004,0.01376
1400,300,1.929,0.009644
1400,400,1.804,0.01197
1400,500,1.702,0.007355
1400,600,1.552,0.007008
1400,700,1.36,0.007633
1400,800,1.167,0.007857
1400,900,0.9488,0.005254
1600,1000,0.5352,0.003019
1600,100,1.119,0.006679
1600,1100,0.4221,0.002812
1600,1200,0.3115,0.001857
1600,1300,0.2002,0.001239
1600,1400,0.1043,0.0004845
1600,1500,0.03475,0.0001788
1600,200,1.083,0.005438
1600,300,1.045,0.008097
1600,400,1.004,0.003999
1600,500,0.9517,0.005309
1600,600,0.8879,0.006137
1600,700,0.8107,0.00569
1600,800,0.7275,0.004575
1600,900,0.6367,0.00353
1800,1000,0.3602,0.001584
1800,100,0.6327,0.006241
1800,1100,0.3104,0.001377
1800,1200,0.2559,0.001163
1800,1300,0.1992,0.00105
1800,1400,0.1447,0.001024
1800,1500,0.09257,0.0003359
1800,1600,0.04737,0.0002204
1800,1700,0.01606,6.549e-05
1800,200,0.6169,0.002561
1800,300,0.5868,0.004467
1800,400,0.5702,0.003389
1800,500,0.5512,0.002226
1800,600,0.5198,0.002239
1800,700,0.487,0.002191
1800,800,0.4494,0.001802
1800,900,0.4065,0.002407
2000,1000,0.2334,0.00118
2000,100,0.3679,0.002869
2000,1100,0.2094,0.001288
2000,1200,0.183,0.001097
2000,1300,0.156,0.0005274
2000,1400,0.1278,0.0007284
2000,1500,0.09858,0.0004664
2000,1600,0.06989,0.0003576
2000,1700,0.04463,0.0001668
2000,1800,0.02265,0.0001315
2000,1900,0.007757,4.126e-05
2000,200,0.3568,0.001372
2000,300,0.3448,0.002354
2000,400,0.3374,0.001924
2000,500,0.3271,0.002451
2000,600,0.3107,0.001222
2000,700,0.2944,0.001228
2000,800,0.2742,0.001856
2000,900,0.2552,0.001407
2200,1000,0.1505,0.00094
2200,100,0.2189,0.001548
2200,1100,0.1383,0.0006019
2200,1200,0.124,0.0007875
2200,1300,0.1112,0.0006145
2200,1400,0.09666,0.0003693
2200,1500,0.08118,0.0004352
2200,1600,0.06582,0.0002931
2200,1700,0.05026,0.0003053
2200,1800,0.03542,0.0001933
2200,1900,0.02215,0.0001307
2200,2000,0.01135,5.863e-05
2200,200,0.2136,0.001095
2200,2100,0.003924,1.304e-05
