1000,100,3.429,0.05954
1000,200,3.343,0.0318
1000,300,3.065,0.05382
1000,400,2.646,0.02192
1000,500,2.26,0.0118
1000,600,1.713,0.02058
1000,700,1.182,0.008277
1000,800,0.6234,0.004166
1000,900,0.2045,0.001233
1500,1000,0.2268,0.001638
1500,100,0.5922,0.006303
1500,1100,0.163,0.001072
1500,1200,0.1052,0.0004312
1500,1300,0.05374,0.0002567
1500,1400,0.0175,9.985e-05
1500,200,0.5824,0.009694
1500,300,0.5484,0.008872
1500,400,0.5331,0.004567
1500,500,0.4974,0.002702
1500,600,0.4517,0.003608
1500,700,0.3996,0.004714
1500,800,0.3478,0.004057
1500,900,0.2908,0.003474
2000,1000,0.08855,0.001063
2000,100,0.1447,0.0009941
2000,1100,0.07782,0.000942
2000,1200,0.06767,0.0005187
2000,1300,0.05692,0.0002469
2000,1400,0.04559,0.0002718
2000,1500,0.03425,0.0003692
2000,1600,0.02442,0.0001659
2000,1700,0.01507,0.0001656
2000,1800,0.007678,4.616e-05
2000,1900,0.002596,2.55e-05
2000,200,0.1419,0.0009363
2000,300,0.1396,0.001228
2000,400,0.1344,0.0007315
2000,500,0.1296,0.0007052
2000,600,0.12,0.00151
2000,700,0.1138,0.0008934
2000,800,0.106,0.001364
2000,900,0.0974,0.001223
2500,1000,0.02911,0.0003442
2500,100,0.04163,0.0003632
2500,1100,0.02764,0.0002203
2500,1200,0.02561,0.0003231
2500,1300,0.02343,0.0001609
2500,1400,0.02115,0.000169
2500,1500,0.01856,0.0001217
2500,1600,0.01633,9.916e-05
2500,1700,0.01369,8.645e-05
2500,1800,0.01134,0.0001287
2500,1900,0.008863,9.578e-05
2500,2000,0.006689,2.994e-05
2500,200,0.04073,0.0002265
2500,2100,0.004565,5.054e-05
2500,2200,0.002848,1.79e-05
2500,2300,0.001419,1.486e-05
2500,2400,0.0005082,2.465e-06
2500,300,0.03991,0.0003512
2500,400,0.0389,0.0002564
2500,500,0.0376,0.0001893
