5000,2000,105.35
5000,2100,106.56
5000,2200,109.04
5000,2300,110.08
5000,2400,109.20
5000,2500,111.67
5000,2600,114.66
5000,2700,111.79
5000,2800,111.42
5000,2900,116.58
5000,3000,113.85
5000,3100,116.79
5000,3200,116.24
5000,3300,115.79
5000,3400,110.86
5000,3500,117.60
5000,3600,113.76
5000,3700,113.27
5000,3800,111.64
5000,3900,117.28
5000,4000,116.13
5000,4100,115.49
5000,4200,117.29
5000,4300,118.21
5000,4400,123.17
5000,4500,119.53
5000,4600,122.41
5000,4700,127.46
5000,4800,131.49
5000,4900,139.58
5500,100,94.91
5500,200,80.82
5500,300,80.31
5500,400,87.40
5500,500,93.49
5500,600,98.66
5500,700,100.58
5500,800,106.49
5500,900,107.17
5500,1000,103.86
5500,1100,107.40
5500,1200,117.08
5500,1300,113.31
5500,1400,114.41
5500,1500,120.10
5500,1600,122.13
5500,1700,122.39
5500,1800,125.36
5500,1900,125.50
5500,2000,126.66
5500,2100,131.47
5500,2200,127.59
5500,2300,130.24
5500,2400,128.98
5500,2500,135.13
5500,2600,134.81
5500,2700,138.03
5500,2800,133.77
5500,2900,137.33
5500,3000,137.19
5500,3100,137.21
5500,3200,136.78
5500,3300,137.08
5500,3400,136.61
5500,3500,137.97
5500,3600,140.27
5500,3700,136.49
5500,3800,140.81
5500,3900,141.62
5500,4000,138.04
5500,4100,139.24
5500,4200,139.59
5500,4300,140.54
5500,4400,142.37
5500,4500,139.99
5500,4600,142.11
5500,4700,138.82
5500,4800,140.09
5500,4900,141.29
5500,5000,146.22
5500,5100,144.14
5500,5200,146.55
5500,5300,145.49
5500,5400,148.68
6000,100,79.09
6000,200,78.20
6000,300,74.08
6000,400,82.78
6000,500,89.94
6000,600,95.87
6000,700,101.37
6000,800,99.73
6000,900,104.99
6000,1000,112.50
6000,1100,109.74
6000,1200,121.15
6000,1300,117.40
6000,1400,122.78
6000,1500,122.73
6000,1600,129.40
6000,1700,127.16
6000,1800,135.54
6000,1900,135.03
6000,2000,135.73
6000,2100,136.39
6000,2200,137.20
6000,2300,142.71
6000,2400,138.87
6000,2500,142.51
6000,2600,146.21
6000,2700,147.05
6000,2800,144.56
6000,2900,148.34
6000,3000,144.96
6000,3100,148.70
6000,3200,147.44
6000,3300,146.09
6000,3400,148.66
6000,3500,150.19
6000,3600,147.08
6000,3700,148.90
6000,3800,148.98
6000,3900,148.53
6000,4000,149.38
6000,4100,150.16
6000,4200,147.26
6000,4300,149.35
6000,4400,148.39
6000,4500,149.95
6000,4600,151.27
6000,4700,150.93
6000,4800,153.46
6000,4900,152.96
6000,5000,150.99
6000,5100,157.21
6000,5200,154.03
6000,5300,153.42
6000,5400,153.61
6000,5500,155.02
6000,5600,151.68
6000,5700,153.44
6000,5800,151.51
6000,5900,148.87
6500,100,71.06
6500,200,68.37
6500,300,67.49
6500,400,70.98
6500,500,81.45
6500,600,83.41
6500,700,88.64
6500,800,93.92
6500,900,100.72
6500,1000,106.42
6500,1100,101.63
6500,1200,109.24
6500,1300,113.79
6500,1400,117.14
6500,1500,123.06
6500,1600,125.21
6500,1700,125.55
6500,1800,131.49
6500,1900,132.55
6500,2000,133.55
6500,2100,136.39
6500,2200,140.23
6500,2300,139.80
6500,2400,141.86
6500,2500,143.86
6500,2600,145.27
6500,2700,143.56
6500,2800,149.29
6500,2900,147.83
6500,3000,146.44
6500,3100,150.45
6500,3200,150.33
6500,3300,149.19
6500,3400,151.24
6500,3500,151.22
6500,3600,149.63
6500,3700,150.90
6500,3800,154.27
6500,3900,154.30
6500,4000,150.77
6500,4100,151.71
6500,4200,151.37
6500,4300,153.14
6500,4400,153.10
6500,4500,151.48
6500,4600,152.19
6500,4700,151.15
6500,4800,154.49
6500,4900,152.14
6500,5000,155.74
6500,5100,152.85
6500,5200,153.67
6500,5300,151.93
6500,5400,153.55
6500,5500,151.39
6500,5700,152.13
6500,5800,155.19
6500,5900,156.76
6500,6000,151.18
6500,6100,152.67
6500,6200,152.93
6500,6300,150.56
6500,6400,148.25
