1000,100,3.18
1000,200,2.51
1000,300,2.69
1000,400,2.79
1000,500,3.15
1000,600,2.68
1000,700,2.93
1000,800,3.64
1000,900,3.59
1500,100,3.16
1500,200,3.22
1500,300,3.24
1500,400,3.22
1500,500,3.15
1500,600,3.12
1500,700,3.21
1500,800,3.18
1500,900,3.27
1500,1000,3.19
1500,1100,3.33
1500,1200,3.30
1500,1300,3.52
1500,1400,5.24
2000,100,3.81
2000,200,4.23
2000,300,3.79
2000,400,4.40
2000,500,4.17
2000,600,4.49
2000,700,4.67
2000,800,4.83
2000,900,4.03
2000,1000,4.18
2000,1100,4.03
2000,1200,4.26
2000,1300,4.16
2000,1400,3.82
2000,1600,4.20
2000,1700,4.96
2000,1800,5.25
2000,1900,8.36
2500,100,5.53
2500,200,6.68
2500,300,6.80
2500,400,7.68
2500,500,7.61
2500,600,6.72
2500,700,6.64
2500,900,7.08
2500,1000,7.12
2500,1100,7.02
2500,1200,7.16
2500,1300,7.07
2500,1400,6.82
2500,1700,7.15
2500,1800,7.38
2500,1900,7.48
2500,2000,7.66
2500,2100,7.87
2500,2200,8.36
2500,2300,10.31
2500,2400,15.78
3000,100,11.80
3000,200,13.49
3000,300,13.76
3000,400,13.23
3000,500,13.98
3000,600,15.20
3000,700,14.39
3000,800,14.00
3000,900,14.44
3000,1100,14.02
3000,1200,14.30
3000,1300,13.61
3000,1400,14.02
3000,1500,14.06
3000,1600,14.29
3000,1700,13.68
3000,1800,14.30
3000,1900,14.15
3000,2000,14.22
3000,2100,14.31
3000,2200,14.46
3000,2300,14.86
3000,2400,14.81
3000,2500,15.19
3000,2600,16.18
3000,2700,17.50
3000,2800,23.47
3000,2900,28.69
3500,100,26.76
3500,200,24.69
3500,300,25.46
3500,400,26.04
3500,500,25.82
3500,600,26.67
3500,700,26.93
3500,800,31.83
3500,900,25.95
3500,1000,26.83
3500,1100,26.42
3500,1200,25.74
3500,1300,25.97
3500,1400,25.83
3500,1500,26.99
3500,1600,25.80
3500,1700,27.24
3500,1800,25.10
3500,1900,27.22
3500,2000,28.22
3500,2100,26.24
3500,2200,26.33
3500,2300,27.04
3500,2400,29.53
3500,2500,29.04
3500,2600,27.25
3500,2700,29.28
3500,2800,28.84
3500,2900,31.03
3500,3000,32.28
3500,3100,32.55
3500,3200,34.84
3500,3300,42.83
3500,3400,54.90
4000,100,40.45
4000,200,41.91
4000,300,44.45
4000,500,47.55
4000,600,45.73
4000,700,44.89
4000,800,45.95
4000,900,44.76
4000,1000,48.53
4000,1100,45.85
4000,1200,46.99
4000,1300,49.39
4000,1400,46.57
4000,1500,47.43
4000,1600,48.79
4000,1700,50.00
4000,1800,49.68
4000,1900,49.06
4000,2000,48.64
4000,2100,51.96
4000,2200,51.09
4000,2300,49.68
4000,2400,49.93
4000,2500,50.09
4000,2600,50.23
4000,2700,53.02
4000,2800,51.53
4000,2900,51.36
4000,3000,51.19
4000,3100,52.06
4000,3200,51.32
4000,3300,52.52
4000,3400,54.53
4000,3500,54.34
4000,3600,56.85
4000,3700,61.55
4000,3800,71.66
4000,3900,88.00
4500,100,62.78
4500,200,61.90
4500,300,66.21
4500,400,65.67
4500,500,68.13
4500,600,69.84
4500,700,72.98
4500,800,70.68
4500,900,72.66
4500,1000,75.27
4500,1100,73.21
4500,1200,72.59
4500,1300,76.84
4500,1400,71.60
4500,1500,74.56
4500,1600,75.81
4500,1700,74.21
4500,1800,75.93
4500,1900,76.80
4500,2000,77.64
4500,2100,79.08
4500,2200,77.21
4500,2300,79.04
4500,2400,79.70
4500,2500,78.75
4500,2600,81.05
4500,2700,82.27
4500,2800,78.18
4500,2900,84.11
4500,3000,80.99
4500,3100,80.51
4500,3200,80.61
4500,3300,84.14
4500,3400,82.39
4500,3500,82.81
4500,3600,81.43
4500,3700,85.79
4500,3800,85.63
4500,3900,86.74
4500,4000,88.22
4500,4100,93.13
4500,4200,94.56
4500,4300,102.55
4500,4400,117.28
5000,100,75.70
5000,200,75.93
5000,300,79.61
5000,400,86.35
5000,500,91.34
5000,600,89.87
5000,800,88.71
5000,900,96.92
5000,1000,93.46
5000,1100,93.47
5000,1200,95.09
5000,1300,96.05
5000,1400,101.96
5000,1500,102.70
5000,1600,102.25
5000,1700,101.75
5000,1800,103.45
5000,1900,106.79
