2000	0.002	0.001	0.001	0.002	0.004	0.006	
2400	0.002	0.001	0.001	0.002	0.004	0.006	
2800	0.004	0.001	0.002	0.004	0.007	0.011	
3200	0.006	0.002	0.004	0.006	0.012	0.019	
3600	0.012	0.004	0.007	0.012	0.024	0.036	
4000	0.002	0.001	0.001	0.002	0.005	0.007	
4400	0.004	0.001	0.002	0.004	0.008	0.013	
4800	0.008	0.002	0.004	0.008	0.016	0.024	
