200	0.0	630.439	630.439	630.439	630.439	630.439	
400	632.911	435.127	629.821	632.911	1273.706	1919.506	
600	632.911	207.674	631.25	632.911	1273.706	1919.506	
800	632.911	187.896	631.173	632.911	1273.706	1919.506	
1000	632.911	178.006	631.134	632.911	1273.706	1919.506	
1400	632.911	202.729	631.231	632.911	1273.706	1919.506	
1800	632.911	257.12	629.976	632.911	1273.706	1919.506	
2200	632.911	415.348	631.212	632.911	1273.706	1919.506	
2600	0.0	630.439	630.439	630.439	630.439	630.439	
3000	0.0	630.439	630.439	630.439	630.439	630.439	
3400	0.0	630.439	630.439	630.439	630.439	630.439	
3500	0.0	630.439	630.439	630.439	630.439	630.439	
