200	0.0	630.439	630.439	630.439	630.439	630.439	
400	0.0	630.439	630.439	630.439	630.439	630.439	
600	0.0	630.439	630.439	630.439	630.439	630.439	
800	0.0	630.439	630.439	630.439	630.439	630.439	
1000	0.0	630.439	630.439	630.439	630.439	630.439	
1400	0.0	627.967	627.967	627.967	627.967	627.967	
1800	0.0	630.439	630.439	630.439	630.439	630.439	
2200	0.0	630.439	630.439	630.439	630.439	630.439	
2600	0.0	630.439	630.439	630.439	630.439	630.439	
3000	0.0	630.439	630.439	630.439	630.439	630.439	
3800	0.0	630.439	630.439	630.439	630.439	630.439	
4200	0.0	630.439	630.439	630.439	630.439	630.439	
4600	0.0	630.439	630.439	630.439	630.439	630.439	
4700	0.0	630.439	630.439	630.439	630.439	630.439	
