200	0.514	0.011	0.027	0.514	1.035	1.56	
400	0.218	0.005	0.011	0.218	0.438	0.66	
600	0.129	0.003	0.007	0.129	0.259	0.39	
800	0.104	0.002	0.005	0.104	0.209	0.315	
1000	0.094	0.002	0.005	0.094	0.189	0.285	
1400	0.084	0.002	0.004	0.084	0.169	0.255	
1800	0.079	0.002	0.004	0.079	0.159	0.24	
2200	0.087	0.002	0.005	0.087	0.174	0.262	
2600	0.111	0.002	0.006	0.111	0.224	0.337	
3000	0.163	0.004	0.008	0.163	0.328	0.495	
3400	0.396	0.008	0.02	0.396	0.796	1.2	
3800	4.114	0.102	0.236	4.114	8.279	12.477	
3900	7.041	0.223	0.483	7.041	14.17	21.355	
