2000	0.008	0.003	0.004	0.008	0.015	0.023	
2400	0.012	0.005	0.007	0.012	0.023	0.035	
2800	0.015	0.007	0.009	0.015	0.026	0.044	
3200	0.02	0.009	0.013	0.02	0.033	0.06	
3600	0.03	0.013	0.019	0.03	0.05	0.085	
4000	0.005	0.002	0.003	0.005	0.008	0.014	
4400	0.008	0.004	0.005	0.008	0.014	0.024	
4800	0.014	0.006	0.009	0.014	0.024	0.041	
