2000	0.002	0.001	0.001	0.002	0.005	0.007	
2400	0.003	0.001	0.002	0.003	0.006	0.01	
2800	0.005	0.002	0.003	0.005	0.009	0.014	
3200	0.008	0.003	0.005	0.008	0.016	0.026	
3600	0.017	0.006	0.01	0.017	0.031	0.05	
4000	0.003	0.001	0.002	0.003	0.006	0.01	
4400	0.006	0.002	0.004	0.006	0.012	0.019	
4800	0.013	0.004	0.007	0.013	0.025	0.039	
