2000	0.009	0.002	0.003	0.009	0.018	0.028	
2400	0.009	0.003	0.004	0.009	0.019	0.029	
2800	0.016	0.004	0.008	0.016	0.032	0.048	
3200	0.033	0.009	0.016	0.033	0.067	0.1	
3600	0.067	0.017	0.031	0.067	0.136	0.204	
4000	0.014	0.004	0.007	0.014	0.029	0.044	
4400	0.029	0.007	0.013	0.029	0.059	0.089	
4800	0.058	0.014	0.026	0.058	0.117	0.176	
