200	632.911	113.726	551.789	632.911	1273.706	1919.506	
400	632.911	32.14	154.172	632.911	1273.706	1919.506	
600	632.911	14.216	69.802	632.911	1273.706	1919.506	
800	486.234	9.259	46.523	486.234	978.524	1474.661	
1000	435.601	8.295	41.678	435.601	876.628	1321.1	
1400	404.43	7.899	38.878	404.43	813.898	1226.564	
1800	407.437	7.958	39.167	407.437	819.948	1235.682	
2200	510.285	9.967	49.054	510.285	1026.925	1547.602	
2600	632.911	12.362	60.842	632.911	1273.706	1919.506	
3000	632.911	17.924	87.591	632.911	1273.706	1919.506	
3800	632.911	51.919	247.096	632.911	1273.706	1919.506	
4200	632.911	128.56	617.15	632.911	1273.706	1919.506	
4600	0.0	630.439	630.439	630.439	630.439	630.439	
4700	0.0	630.439	630.439	630.439	630.439	630.439	
