200	632.911	19.778	94.025	632.911	953.308	1917.003	
400	211.234	4.332	20.496	211.234	425.099	640.635	
600	107.911	2.108	10.374	107.911	217.167	327.276	
800	94.225	1.84	9.058	94.225	189.623	285.766	
1000	91.456	1.831	8.833	91.456	184.05	277.369	
1400	98.813	2.026	9.588	98.813	198.857	299.683	
1800	118.513	2.546	12.059	118.513	238.501	359.427	
2200	187.896	4.22	19.287	187.896	378.131	569.853	
2600	333.861	7.499	27.817	333.861	671.88	1012.539	
3000	632.911	19.778	91.63	632.911	1273.706	1919.506	
3400	632.911	257.12	629.976	632.911	1273.706	1919.506	
3500	632.911	593.354	630.439	632.911	1273.706	1919.506	
