200	3.797	0.029	0.114	3.797	7.642	11.517	
400	1.543	0.012	0.045	1.543	3.105	4.679	
600	0.93	0.007	0.027	0.93	1.871	2.819	
800	0.732	0.006	0.021	0.732	1.473	2.219	
1000	0.672	0.005	0.02	0.672	1.353	2.039	
1400	0.593	0.005	0.017	0.593	1.194	1.8	
1800	0.593	0.004	0.017	0.593	1.194	1.8	
2200	0.633	0.005	0.018	0.633	1.274	1.92	
2600	0.831	0.006	0.024	0.831	1.672	2.519	
3000	1.305	0.01	0.038	1.305	2.627	3.959	
3400	3.165	0.025	0.093	3.165	6.369	9.598	
3800	32.437	0.325	0.983	32.437	65.277	98.375	
3900	59.494	0.712	1.975	59.494	119.728	180.434	
