200	632.911	32.14	140.091	632.911	1273.706	1919.506	
400	256.25	6.256	27.74	256.25	515.692	777.16	
600	118.434	2.776	12.715	118.434	238.342	359.188	
800	110.047	2.687	11.913	110.047	221.466	333.754	
1000	104.589	2.451	11.229	104.589	210.48	317.198	
1400	119.225	2.911	10.152	119.225	239.934	361.587	
1800	161.472	3.942	17.48	161.472	324.954	489.714	
2200	632.911	6.181	15.897	632.911	1273.706	1919.506	
2600	453.006	11.06	49.04	453.006	911.655	1373.887	
3000	632.911	28.432	127.604	632.911	1273.706	1919.506	
3400	632.911	435.127	629.821	632.911	1273.706	1919.506	
3500	0.0	630.439	630.439	630.439	630.439	630.439	
