2000	0.237	0.003	0.016	0.237	0.478	0.72	
2400	0.247	0.004	0.02	0.247	0.498	0.75	
2800	0.336	0.003	0.022	0.336	0.677	1.02	
3200	0.237	0.002	0.013	0.237	0.478	0.72	
3600	0.143	0.002	0.009	0.143	0.289	0.435	
4000	0.019	0.0	0.001	0.019	0.038	0.057	
4400	0.057	0.001	0.003	0.057	0.114	0.172	
4800	0.082	0.001	0.004	0.082	0.164	0.247	
