200	0.119	0.001	0.006	0.119	0.239	0.36	
400	0.057	0.001	0.003	0.057	0.114	0.172	
600	0.035	0.0	0.002	0.035	0.07	0.105	
800	0.026	0.0	0.001	0.026	0.052	0.079	
1000	0.015	0.0	0.001	0.015	0.029	0.044	
1400	0.019	0.0	0.001	0.019	0.039	0.059	
1800	0.009	0.0	0.001	0.009	0.019	0.028	
2200	0.01	0.0	0.001	0.01	0.019	0.029	
2600	0.016	0.0	0.001	0.016	0.032	0.049	
3000	0.014	0.0	0.001	0.014	0.027	0.041	
3400	0.031	0.0	0.001	0.031	0.062	0.094	
3800	0.074	0.001	0.003	0.074	0.149	0.225	
4200	0.672	0.006	0.031	0.672	1.353	2.039	
4300	1.424	0.013	0.063	1.424	2.866	4.319	
